,identifier,principal_component_1,principal_component_2,iso_forest_scores,iso_forest_outliers
53,1327,-1.3551176101681726,-0.7920414358547773,0.2017066505847035,No
54,1327,-1.2211286553699667,-0.8936676270314163,0.20054916614896623,No
55,1327,-0.8826215290532539,-0.8785952509596231,0.20813726436494479,No
56,1380,0.0742258209504307,-0.4296623173355053,0.22453213003456352,No
57,1380,-0.20226170864509915,-0.5676041842265875,0.22168324315091797,No
58,1380,0.30413376787937496,-0.4305478076396021,0.22238121361876967,No
59,1380,1.4280281751963853,-0.6045917071876918,0.1675984227970948,No
60,1393,-0.6290677591137247,-0.5257835786389206,0.22877548796380193,No
61,1393,-0.71340516805152,-0.6340809620499525,0.22496264165054203,No
62,1393,-0.6628019491370165,-0.6802919228415131,0.2289953031515694,No
63,1393,-0.02173908340504607,-0.7355592822076538,0.2102541834935221,No
64,1410,-1.1128137063868113,0.8974452595495056,0.14316130815020744,No
65,1410,-1.1746521502799556,0.7907487082231023,0.1410701430427948,No
66,1410,-1.1658945467861204,0.110480039496062,0.188777221237297,No
67,1410,-0.5075252677479706,-0.06447789569333005,0.20506887240656535,No
68,1439,-0.987166697392366,-0.3555219804103954,0.22363610961161257,No
69,1439,-1.047747250708212,-0.43735570675002444,0.23223033526580938,No
70,1439,-1.000462212351645,-0.476637909349978,0.2315549588293328,No
71,1439,-0.40558566563170617,-0.2802010219011492,0.21013153779306187,No
72,1562,-0.5714753388747227,-0.325171688874885,0.21309076116693781,No
73,1562,-0.4714012215424256,-0.3131694061961374,0.2158846325855815,No
74,1562,-0.28446655393010606,-0.3428474644187727,0.21488314696642008,No
75,1562,0.16933523114395393,-0.43925767228028645,0.22384419309701203,No
76,1585,1.009188007668935,-0.41350367314531766,0.18907643238871336,No
77,1585,1.1015006660102906,-0.40397519853759817,0.17920175097498736,No
78,1585,-0.22476804226049024,-0.17330629926849664,0.20400322693677198,No
79,1585,0.4181583411944401,-0.08213828525854908,0.20841234414801058,No
80,1598,-1.4123620707542393,-0.8246882055628103,0.19990716228380023,No
81,1598,-1.2866802082903683,-0.8181619287731924,0.20423244717501576,No
82,1598,-1.400825471167672,-0.8510659998135782,0.1977593004233668,No
83,1598,-0.8848972900886911,-0.8652241731729332,0.20624677037979472,No
84,1602,-1.3478147494539796,-1.2482468109897726,0.12120437996201078,No
85,1602,-1.2594366029666573,-1.234512817711524,0.12648420221679502,No
86,1602,-1.262842581480341,-1.2524305403736296,0.12092855596496493,No
87,1602,-0.879430159582802,-1.248180639920616,0.13362681967590156,No
88,1632,-1.2827401382229793,-0.9211921914515903,0.19000807512456286,No
89,1632,-1.0867770082135604,-0.9014461130130269,0.20263625072380848,No
90,1632,-1.7804135680705866,-1.0667856357978371,0.14042564681957276,No
91,1632,-1.2168358600651552,-1.0430953877394742,0.17376840098990393,No
92,1659,1.6795723303590764,-0.5271953051631258,0.1650025802929752,No
93,1659,0.06643754652942306,-0.477005217552581,0.2299580329201265,No
94,1659,-0.8822979333792517,-0.40267170246320777,0.23250371040025858,No
95,1659,-0.2656659764648028,-0.3634657991213187,0.21634987894310181,No
96,1678,1.2702158090821556,-1.1432196476953316,0.08729844181897006,No
97,1678,-0.21011903396160594,-1.1098641104899332,0.14309950471059946,No
98,1678,-0.49660101384060973,-1.0221889365945236,0.16923362201219905,No
99,1678,-0.8286389709131947,-0.8253106486980157,0.21302863029378893,No
100,1686,-0.9592675036799551,-0.12477684063565471,0.21069213277923998,No
101,1686,-0.8145009456339418,-0.09791895349879876,0.21529033937815129,No
102,1686,-1.0865191315796483,-0.055086802641264705,0.20934790741961767,No
103,1686,-0.40476728835001385,-0.15509341845988822,0.20145580479787872,No
104,1690,-2.0728596366475713,-1.2073222304485236,0.09139963608350976,No
105,1690,-1.9082480906200137,-1.191071939053981,0.10946279355592337,No
106,1690,-1.9095116381646395,-1.1981985455752757,0.10603775735000465,No
107,1690,-1.3643618031032307,-1.2245252464285798,0.13055834974195946,No
108,1704,-1.1400350010394698,-1.05217724069667,0.1693270700344503,No
109,1704,-1.3797406135792922,-1.0793358409818143,0.17335948155983566,No
110,1704,-1.2458027932801714,-1.1641903437431649,0.1546817700002998,No
111,1704,-0.8922590601665767,-1.0734191816374963,0.17746510483741207,No
112,1706,-0.7599768175239646,0.07899806840199068,0.20494767627007016,No
113,1706,0.4997411199444759,0.08680072726716405,0.19479128027119197,No
114,1706,0.5513314186044862,-0.03127492695579311,0.20670301244694678,No
115,1706,1.1656154586802514,-0.2525356704059781,0.17254416537588185,No
116,1712,-0.09454192383412449,0.17385491554144156,0.18368710899618612,No
117,1712,-0.141821227818305,0.10036127760363925,0.18988556368782994,No
118,1712,-0.15515527273040347,0.04529539619128112,0.20079893492971512,No
119,1712,1.8819337992758147,-0.0021570435501347897,0.14331484937615852,No
120,1722,-1.3584171760831008,-0.8656662212968933,0.19880433176045625,No
121,1722,-1.4402186690265493,-0.8892772377879893,0.19742062708218344,No
122,1722,-1.419512102396457,-0.8758940283561053,0.19858869152714825,No
123,1722,-0.76877645911394,-0.9037356375007475,0.1978372724870882,No
124,1743,0.21578745198758342,-0.17096368376626542,0.20663106644696955,No
125,1743,0.7109385124646254,-0.19058501581262013,0.20260337832525122,No
126,1743,-0.6753097492261357,-0.15025060843050855,0.210426388167059,No
127,1743,0.12043253429717483,-0.19115894020194416,0.20923901087696467,No
128,1773,-1.1608539712649015,-0.7227793261054065,0.21838448448641162,No
129,1773,-1.232630662607815,-0.7504877590981621,0.2092150842976231,No
130,1773,-1.1973187185295007,-0.7795147359275338,0.2064595813067937,No
131,1773,-0.561119988912202,-0.8081893773359272,0.20351614623507192,No
132,1794,-1.1847477555167936,-0.7886914016899638,0.20225927399023147,No
133,1794,0.11354227750710226,-0.8938843279278696,0.1865017087152973,No
134,1794,-0.5866664195758325,-0.8058550675032558,0.2071224915778021,No
135,1794,-0.5800825248665229,-0.8369210546909174,0.1996899208585004,No
136,1820,0.5312539389925099,-0.19260513120329376,0.2091502461971863,No
137,1820,0.4338581958939229,-0.1676862372979369,0.20866304223371018,No
138,1820,0.5578071245861057,-0.060253799429702125,0.20656375049602305,No
139,1820,0.8292114175477749,-0.11167846385174363,0.19434239485078708,No
140,1823,-0.8052010101188692,-0.613784292707723,0.22987342120896304,No
141,1823,-0.7970128146050803,-0.5436981865361787,0.23337251755881427,No
142,1823,-0.8436541124179884,-0.5277217777443496,0.23560969156546835,No
143,1823,-0.1948144954679527,-0.5359381771109951,0.22418067250320545,No
144,1864,-0.03475190791066477,0.10916078811887313,0.19312738865609713,No
145,1864,0.08704979705945705,-0.03134406967080161,0.20435139023282012,No
146,1864,0.6821660060383655,-0.11295120620568162,0.20800223192617096,No
147,1878,0.8728544746281252,-0.637373127630156,0.19436457426830223,No
148,1878,2.1963337944681984,-0.7461583932423081,0.1290041969122469,No
149,1878,2.074729850204695,-0.719141858483262,0.12857966579102154,No
150,1878,1.7056301863087386,-0.5511471048786754,0.15753678473301713,No
151,1891,-1.798818990615084,-1.0299436638939612,0.14729500944368695,No
152,1891,-1.7184062038913372,-1.0750783541688405,0.14425425268318592,No
153,1891,-1.7840844833815896,-1.0592409154892766,0.14168146570889012,No
154,1891,-1.2797343944599904,-1.0919087366881697,0.16808263337382262,No
155,1913,-1.4796606812088122,-0.4762082854657443,0.20750943311378778,No
156,1913,-1.5509046492162246,-0.48897267379301046,0.1986209169982528,No
157,1913,-1.5452103137519353,-0.579160802661788,0.20492781143292027,No
158,1913,-0.8894236373639384,-0.5948108956608088,0.229176604934287,No
159,1919,-1.138103136274905,-0.5524883308309213,0.2258302320178603,No
160,1919,-1.146274517841959,-0.625754553202434,0.2272678921154122,No
161,1919,-1.0554596496300617,-0.626789911105392,0.23191231197233586,No
162,1919,0.6801851881651739,-0.7337170182952263,0.20069893629978636,No
163,1926,-0.49587343178948257,-0.2465606585497749,0.20968566468681904,No
164,1926,-0.4770641256868402,-0.2858939687854984,0.2152528644518087,No
165,1926,-0.5882784695261448,-0.28452131834064254,0.2198889505835417,No
166,1926,0.1340703291420749,-0.26960394019862666,0.21544888448718197,No
167,1968,-1.0770414831222666,-0.46469884344357765,0.22897125875911134,No
168,1968,-1.1690997369338199,-0.44079366473314324,0.21710457039977987,No
169,1968,-1.216212481022315,-0.4517037008178487,0.2167360985198914,No
170,1968,-0.6407538768887099,-0.4576060001769164,0.22333915395534149,No
171,1979,-0.4089996542980987,-0.5381862033358228,0.22195947896506685,No
172,1979,-0.5968527231673939,-0.5514247024887386,0.23019720071985372,No
173,1979,-0.5999701474663911,-0.5229747809954773,0.23127157844641655,No
174,1979,0.038862862098851265,-0.5607651198406075,0.2271819314944235,No
175,1988,-1.3825691860387113,-0.8585658647486004,0.19995657600995165,No
176,1988,-1.3837817174080946,-0.9434333904742764,0.19299011299599345,No
177,1988,-1.4956219664071704,-0.9160714307454979,0.18913196189149784,No
178,1988,-0.815906088409533,-0.9352726450154529,0.18966733061955726,No
179,2049,-1.0331132160825294,-0.6798981126708585,0.2331593906402507,No
180,2049,-1.1176605456801965,-0.6711186724782536,0.23169895115007905,No
181,2049,-1.1153023844394032,-0.6829183027658032,0.23255429027743124,No
182,2049,-0.8436008048638699,-0.7004871162541244,0.23224663857014605,No
183,2080,-0.3479527409046124,3.827087447177631,0.03220067855947484,No
184,2080,-0.5730545797710312,4.291891901768265,0.02025783758239541,No
185,2080,-0.547673537344883,4.435490844242726,0.015541518717026803,No
186,2080,0.1313030017222471,5.125240029955647,-0.03912258337176899,Yes
187,2086,-1.1262949747603952,-0.8220522012484688,0.20664842721241639,No
188,2086,-1.4899427113691304,-0.7417923743156396,0.2039839182767781,No
189,2086,-0.10177382763073418,-0.9127811062339977,0.18087458250828453,No
190,2086,-1.0011610529669468,-0.8465779504362916,0.20368001810199732,No
191,2101,-1.159529300026827,0.046989008719339795,0.19770072745813788,No
192,2101,-1.3025549967961874,0.203363007747956,0.1776047299209484,No
193,2101,-1.2199676830582367,0.2812766488629551,0.17081245625423658,No
194,2101,-0.6113489054919793,-0.1685342239215536,0.21426623227137254,No
195,2111,-1.6358517002288389,-1.010148637243556,0.15725945267468244,No
196,2111,-1.7253701372372927,-1.0474954080199246,0.14938588606996567,No
197,2111,-1.081513735566784,-1.132158533500384,0.1688508920498027,No
198,2111,-1.2377824407046527,-1.1814068577156625,0.1484184310016532,No
199,2124,-0.29009151339073286,-0.04455951452598691,0.20268805357884995,No
200,2124,0.7590856553784691,-0.08939221432856231,0.19522589883060237,No
201,2124,0.8728910259269215,-0.03844549654452749,0.19436402353956345,No
202,2124,0.23958773406398653,0.11003341439615336,0.19285227652764708,No
203,2136,-2.3039714818380976,-0.7883675057998936,0.08884640247292586,No
204,2136,-2.318965313479527,-0.7272808986752909,0.09525838815997978,No
205,2136,-2.3328691256941942,-0.6529171510715259,0.10663908630520202,No
206,2136,-1.7136650904366313,-0.6369332101311319,0.1838721178601555,No
207,2176,-1.698774062082597,-1.2643930991362953,0.10170547637349259,No
208,2176,-1.6632969136668057,-1.2722507787689645,0.10446388497863479,No
209,2176,-1.6351041935030954,-1.2933164064109415,0.10492414157091912,No
210,2176,-1.0367148184059976,-1.3330816672581443,0.1277422692404247,No
211,2184,-1.101160911939187,1.5701804087295255,0.11764334541602084,No
212,2184,-1.2574095624841684,1.8345641939367645,0.08393963375953772,No
213,2184,-1.2558674848966003,1.6747355980426297,0.10077371149663805,No
214,2184,-0.7580495859046037,1.5880605163874404,0.1195251404610132,No
215,2220,-0.7450325495159145,-0.43696175211926463,0.22411671935570077,No
216,2220,-0.7924022953530511,-0.4978753530491656,0.23142423108584265,No
217,2220,-0.9330146127967619,-0.5630510239989743,0.23320589785841206,No
218,2220,-0.3553842545542607,-0.6943706687799844,0.21089817409913714,No
219,2269,-0.7665153368515163,1.124524666205172,0.1450353522821371,No
220,2269,-1.313085668411165,2.930564118654978,0.04117684293058199,No
221,2269,-1.2020931507465364,3.322960532351732,0.037047102182463654,No
222,2269,-0.2615371981529543,2.496552431915056,0.06489262169625609,No
223,2285,-0.747907898938471,-1.2266170529717395,0.12678370032669373,No
224,2285,-1.9372430265332885,-1.1563481348678082,0.11647292004207777,No
225,2285,-2.113570191576941,-1.210385733661706,0.08485081778108172,No
226,2285,-1.5389735949507046,-1.261780603364454,0.1155286421077818,No
227,2312,-1.6501960281428187,1.4890703179373015,0.07437578829899072,No
228,2312,-1.6309727722209446,1.344851266104961,0.0770537027414756,No
229,2312,-1.6331584525143108,1.2600280231788101,0.08314332683795911,No
230,2312,-0.9459242210092405,1.0926107716506381,0.14581885270428202,No
231,2342,-0.8024854671636157,0.2570181608873438,0.1902342713099927,No
232,2342,-0.6835755139078081,0.2531666852927032,0.18924091408734112,No
233,2342,-0.6469177168921965,0.2885698393955786,0.1834758558113196,No
234,2342,-0.10409167004155642,0.21843366487506102,0.1792149937385476,No
235,2352,-1.0641806336180453,0.0055409687639203535,0.21126451127722534,No
236,2352,-1.0783995919277936,-0.05918186837280857,0.2092526927554299,No
237,2352,-1.1801958025262016,-0.08989492737563703,0.19981099338154545,No
238,2352,-0.12438243635016824,-0.16137644329230005,0.20763631109243852,No
239,2390,0.37634618855828184,-0.32615782864159437,0.21566582171166265,No
240,2390,0.29366507593500674,-0.34630239536929147,0.21745016264386563,No
241,2390,0.3301220169970507,-0.36559337448594453,0.21970362370746072,No
242,2390,1.033185176353791,-0.43676223570871536,0.1822169387168348,No
243,2393,-0.7569836344434724,-0.30931843219144317,0.2172355309793162,No
244,2393,-0.8748371151046548,-0.3228684703123579,0.22073291413214585,No
245,2393,-0.9287123047045935,-0.29768628104438916,0.22406567751901357,No
246,2393,1.656600879623114,-0.31398549553468136,0.1566423773163798,No
247,2403,-2.3767648028911124,-1.0636107622545463,0.06905282675523527,No
248,2403,-2.1813688025531506,-1.064615316351838,0.09830564680783849,No
249,2403,-1.6049019309549737,-1.0986080819860675,0.15364134855573308,No
250,2403,-1.3902086810791625,-1.0863329475704864,0.16846628467886215,No
251,2435,-1.886274090789114,-0.8732376838519742,0.15268837439746474,No
252,2435,-1.963354357262843,-0.8678001740336525,0.14039256332904088,No
253,2435,-1.9588650759193553,-0.8833867211041111,0.14385593905931432,No
254,2435,-2.3057806397650884,-0.8660512683429268,0.08498964725687896,No
255,2436,-1.1837617830375466,5.3536166045694245,-0.030438427462152307,Yes
256,2436,-0.9926088680551657,5.504190835226134,-0.026287928935400884,Yes
257,2436,-1.1026613946214308,5.080336950433484,-0.024755704763146147,Yes
258,2436,-0.4477126616751348,4.801061483383181,-0.006333964307353113,Yes
259,2444,-0.40621179377746397,-0.4660049758804335,0.222268385143975,No
260,2444,-0.8989356320740238,-0.43242337265815184,0.2310663384418537,No
261,2444,-0.05888622071997883,-0.4734451055345335,0.23090547710106812,No
262,2444,-0.548255857282115,-0.6196611828106567,0.22102295754895662,No
263,2448,-0.7660819094440947,-0.30576600721639274,0.21850754821358997,No
264,2448,-0.8417737362712882,-0.3069573269206445,0.22410229569018753,No
265,2448,-0.9649975098572912,-0.31646170756634834,0.22055713224341755,No
266,2448,-0.14489926880260806,-0.3735530543155011,0.2190869612021933,No
267,2497,0.77454674885224,0.6519816093854716,0.15242375801216407,No
268,2497,-0.6281586106525701,0.6734097215443494,0.1710989855057326,No
269,2497,-0.7209570251543188,0.3035228235431497,0.18227899861530544,No
270,2497,0.017145170882353653,0.19357380850636793,0.18235481816848642,No
271,2504,0.9581840675649149,0.3326953993858988,0.15788526418730464,No
272,2504,1.4863990402308076,0.21627200944306652,0.1450336553928937,No
273,2504,1.837110686756454,0.04164942549598854,0.14664371122595338,No
274,2504,0.8799344652089747,0.37033987620790837,0.15880617720406698,No
275,2536,0.9746752813067552,-0.24779095295786774,0.19199501830786397,No
276,2536,-0.2085890646336404,-0.18840875245450744,0.20420783579399499,No
277,2536,-0.7872350922391815,-0.21235433891006886,0.21905797259726945,No
278,2536,-0.13549606177342566,-0.3348863328887413,0.2154719974350789,No
279,2556,-0.08326131368385609,0.08934429124696214,0.19351401392201356,No
280,2556,-0.273641276633511,0.2604880262260653,0.176697801443646,No
281,2556,-0.38965081882629715,0.4431377042708321,0.1671686016147763,No
282,2556,2.3874059022555363,0.501258627561144,0.09231339010720263,No
283,2573,2.7733957039322954,0.3748612786957013,0.0983218200083531,No
284,2573,0.7729851100955536,0.44156055988479853,0.15522115136475717,No
285,2573,0.620799900285715,0.2689815796252384,0.17570749657399343,No
286,2573,1.4833274102819376,0.05540785282307404,0.15851614401120556,No
287,2574,-1.6508871061978463,-1.0281632906798135,0.15601333079722263,No
288,2574,-1.7332952393954881,-1.0639136924931571,0.14663452387926684,No
289,2574,-1.8555731968900808,-1.1171606250326416,0.13232822429210894,No
290,2574,-1.210718986891127,-1.168110381683289,0.14943638854697638,No
291,2577,0.2873259146746079,-0.17189712303372795,0.2087120072413981,No
292,2577,1.4358976020720073,-0.27268219682030187,0.16617871313720883,No
293,2577,0.5045422456812189,-0.2905155311409954,0.21597205410493003,No
294,2577,0.5807746560358701,-0.2644435510421415,0.20890224345356262,No
295,2593,0.09537308325755679,-0.6140887085985615,0.2244058116063472,No
296,2593,-1.1871492264413477,-0.5535393436631255,0.22158861051061512,No
297,2593,-1.1868051663798076,-0.5787312293803674,0.22254545919360874,No
298,2593,0.5732932060141323,-0.7141886692888131,0.20684210444883377,No
299,2596,-0.999830068397756,-0.04794712322224365,0.2085236946992955,No
300,2596,-1.0215850490768157,-0.10106915799904669,0.21322265210927888,No
301,2596,-1.0838927435171977,-0.13912892089740686,0.2113005778670904,No
302,2596,-0.5312779600001201,-0.13942432094053633,0.207472828940021,No
303,2615,0.11126952655525092,-0.12504018397056252,0.20662064849924,No
304,2615,0.9182333235722531,-0.08093278576324327,0.18875470695600888,No
305,2615,2.790223835043627,0.05719907354445262,0.11761500133862324,No
306,2615,0.4468890731366019,-0.14552317110835958,0.20663142883915037,No
307,2628,-0.31685132688801704,-0.7960491135201704,0.1993376475316362,No
308,2628,-0.27980437965116545,-0.8501323278129437,0.18881307190025765,No
309,2628,-1.0673706800180431,-0.8534612760111998,0.20660378639676902,No
310,2628,-0.49398865090816285,-0.8875728707308846,0.19735646008449637,No
311,2663,-1.8415721963484866,-0.8282615601161788,0.15672556988911113,No
312,2663,-1.8885745289654472,-0.845523758637136,0.15261738434676497,No
313,2663,-1.8960542705720438,-0.7105327484601138,0.16505465128827262,No
314,2663,-1.0194901066985627,-0.8546970213009875,0.20387785182924395,No
315,2710,-1.5114974619034842,-0.9794553189362748,0.17766622218232359,No
316,2710,-1.7014919884741453,-1.0176601379470678,0.15204150167650649,No
317,2710,-1.7350652448712847,-1.0327763272873514,0.15250420424456662,No
318,2710,-1.2101827104981404,-1.0875598219865243,0.1670934086981939,No
319,2751,-1.4052382005521016,-0.9855714509679835,0.18326782337332326,No
320,2751,-1.5523286898197073,-0.9798047497893382,0.17374163240427976,No
321,2751,-1.33567818905183,-1.019569278595738,0.17921178075430105,No
322,2751,-0.8682053541788836,-0.9759366331392022,0.18631851090300322,No
323,2771,-1.1962875893610994,-0.7596308859107016,0.20886819455893313,No
324,2771,-1.2864270742713158,-0.7566083974414644,0.20977636083809925,No
325,2771,-1.2970128755640475,-0.8217015372605116,0.20452043453248048,No
326,2771,-0.4759216510039421,-0.8397706372688748,0.1984410823411243,No
327,2787,-1.0787137222619745,-0.6964727084535031,0.22593035578586723,No
328,2787,-0.9911955502635102,-0.6730022625941566,0.2310185573086173,No
329,2787,0.3581028697445073,-0.7816132408434717,0.1962019843195143,No
330,2787,-0.5003278975814754,-0.7507097882419271,0.2067429249195573,No
331,2807,-1.1804180583405268,-0.8940944815078495,0.19561589608047614,No
332,2807,-1.2352053554761824,-0.9277476311039402,0.18963306969360721,No
333,2807,-1.2338199127165024,-0.9299515134620969,0.18956382311582815,No
334,2807,-0.5783500201368794,-0.940891980874951,0.18977599523493482,No
335,2817,-1.7713402589958098,-1.0439541520361526,0.1467299256001356,No
336,2817,-0.5271951252739239,-1.1700761731016531,0.14257185974908376,No
337,2817,-1.83743064639941,-1.1524988175714126,0.12839469226115974,No
338,2817,-1.191945492241544,-1.1687447923972198,0.15012068093542952,No
339,2818,-0.7243861581537429,4.488760002125673,0.013310879555646693,No
340,2818,-0.6500390869830784,4.461579733790378,0.016800808335972972,No
341,2818,-0.6941418735863604,4.951269058618534,-0.000716410495390174,Yes
342,2818,-0.016131219389380825,5.90853751142615,-0.05638406887884373,Yes
343,2820,-0.3484177797895404,-0.4736952460453435,0.22445750880406934,No
344,2820,-0.40473610907615604,-0.5239177819594818,0.22195947896506685,No
345,2820,0.15032615225770418,-0.3587390490123923,0.22274305609580775,No
346,2820,0.7964516498244558,-0.5120189860716757,0.2019890084388583,No
347,2829,0.5901058885612326,0.9847061478929621,0.13445853417999842,No
348,2829,1.6065677248408285,0.7045795687341627,0.10603896725787432,No
349,2884,-1.6558717508655512,-0.7576084567044237,0.17787952074390667,No
350,2884,-1.6441865668928557,-0.5756830808472796,0.1891546374804563,No
351,2884,-1.6532873040839926,-0.6671501327641751,0.19191506215796567,No
352,2884,0.07936117319466694,-0.7990790565473473,0.2028526015744927,No
353,2940,-0.45712302349476486,-0.46078482160441836,0.223798977925587,No
354,2940,-0.5874249692804386,-0.5141479091661348,0.2306523173062558,No
355,2940,-0.5781628241731213,-0.5794565191900682,0.22656580095646672,No
356,2940,0.16406421348380132,-0.6171937544164114,0.22600129770796346,No
357,2942,-1.0012009388214982,-0.4343407397296821,0.23089312234195558,No
358,2942,-1.0721795229149376,-0.4696416763832044,0.2325876621123607,No
359,2942,-1.085122119835797,-0.4790775522224585,0.23215072912522194,No
360,2942,-0.4081497810701013,-0.5615734925390422,0.21946002453317165,No
361,2960,-1.237173682596029,0.32359537592239596,0.15670059399278607,No
362,2960,-1.2359799606983206,0.32655195659548725,0.1593429167408571,No
363,2960,-1.33919520418747,0.3778941809651945,0.15505726151417426,No
364,2960,-0.7768106070425544,0.7393009587150072,0.15689340610512464,No
365,2991,-2.1917536474986146,-1.1969452571683634,0.07639787019779565,No
366,2991,-1.0421435364255691,-1.2940876483191432,0.12786188098193985,No
367,2991,-2.2481670178330946,-1.2203786750436596,0.06281324967868618,No
368,2991,-1.6045301973922201,-1.205626324981176,0.12092632783870344,No
369,3007,-1.7414906009717526,3.0589232876532595,0.001880575152352737,No
370,3007,-1.736157126593455,3.159332926811406,-0.004156276237582968,Yes
371,3007,-1.5684049561603934,3.2937030212618765,0.00039107609261834764,No
372,3007,-0.9983857059330569,4.016600626583107,0.02851194591784123,No
373,3026,-1.60659115458745,-0.8156496878749179,0.18542432791571678,No
374,3026,-1.6868518133039092,-0.8179054879797741,0.17086071997063218,No
375,3026,-1.6033138643627745,-0.8952214367940611,0.18261122741410346,No
376,3026,-1.0608899135237415,-0.9452078304244883,0.19304823096185109,No
377,3028,-1.0314794418061008,-0.6177933869055465,0.23206019340287293,No
378,3028,-1.0722495992297008,-0.7036840574878748,0.22857273588995175,No
379,3028,-1.152069973031582,-0.826317541404976,0.2016278644903194,No
380,3028,-0.4143774553168803,-0.8150714276835398,0.20155775559040334,No
381,3036,-0.6463769859269579,-0.6422220311112667,0.22542148696083314,No
382,3036,0.5171261828917618,-0.6976694689294339,0.21178414022326458,No
383,3036,0.7520546297979959,-0.6794962160656496,0.1977612858427703,No
384,3036,2.0643211080727237,-0.653516655700978,0.13962478739647866,No
385,3062,-1.5942610495200518,-0.6854903726940692,0.20144892031301742,No
386,3062,-1.5195349064487775,-0.597620506757885,0.2041366290587459,No
387,3062,-1.5582416213434684,-0.7367943704918934,0.19737762015129434,No
388,3062,-1.07700165049302,-0.7787857712428872,0.2140303549640034,No
389,3107,1.4110257066358316,-0.5981200982316526,0.16871852667206738,No
390,3107,-0.3580835097632273,-0.7589106131416034,0.20407199404211634,No
391,3107,1.105696828374939,-0.9320462239053854,0.1201357671769755,No
392,3107,0.25786819920016624,-0.9092452943881753,0.18015249350135554,No
393,3121,-2.1253749341444075,-0.43751273060370993,0.1346882824761776,No
